career_aspiration,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
Kỹ sư phần mềm,nữ,không,2,không,23,9.8,6.8,8.0,7.5,8.0,8.1,6.0
Chủ doanh nghiệp,nam,không,1,không,3,5.3,7.1,9.8,9.5,9.4,7.1,7.7
Chủ doanh nghiệp,nữ,không,7,không,4,4.4,6.4,5.8,6.6,8.7,6.2,6.8
Nghiên cứu mạng xã hội,nam,không,0,không,25,8.5,7.0,7.3,9.5,10.0,7.0,9.4
Chủ doanh nghiệp,nam,có,10,không,1,5.1,9.1,6.7,7.9,5.8,5.2,7.5
Luật sư,nam,không,1,không,24,9.0,8.9,8.2,7.4,6.7,9.2,8.2
Kỹ sư phần mềm,nam,không,1,không,15,10.0,9.2,9.0,6.6,7.3,6.8,7.0
Chủ doanh nghiệp,nữ,có,7,không,1,9.5,7.3,6.1,9.1,8.4,9.2,9.4
Luật sư,nam,không,1,có,33,7.6,8.1,9.6,7.4,7.5,8.0,9.8
Nhà thiết kế,nữ,không,1,không,11,7.1,9.8,9.6,6.0,9.0,7.9,7.2
Nhân viên ngân hàng,nam,không,3,không,10,9.5,6.0,8.7,7.1,9.1,8.4,9.8
Kỹ sư phần mềm,nữ,không,7,có,15,9.2,8.8,7.6,9.3,6.9,7.5,9.7
Nhà khoa học,nam,không,5,không,34,8.2,9.5,9.6,10.0,8.9,6.4,9.1
Luật sư,nam,không,3,không,30,8.5,9.4,8.3,7.6,7.7,8.1,9.2
Nghệ sĩ,nữ,có,4,có,4,8.2,8.5,7.5,9.2,7.6,9.5,8.5
Nhà đầu tư chứng khoán,nữ,không,2,không,28,9.8,7.7,9.4,6.3,6.9,8.8,10.0
Bác sĩ,nam,không,5,có,29,9.3,9.6,9.4,8.4,9.1,6.7,6.8
Luật sư,nữ,không,7,có,30,8.4,9.7,6.0,10.0,8.3,8.8,9.4
Nghiên cứu mạng xã hội,nam,không,4,không,31,8.1,9.5,7.6,6.0,6.1,9.8,7.7
Chủ doanh nghiệp,nữ,không,8,không,1,6.2,6.4,8.4,6.7,7.8,5.1,6.2
Kỹ sư phần mềm,nữ,không,6,không,16,9.2,7.0,6.0,9.4,8.7,9.0,8.6
Giáo viên,nữ,không,2,có,18,6.4,9.3,6.1,6.1,7.4,9.4,6.4
Nhà phát triển game,nữ,có,1,không,4,8.9,6.7,9.7,6.7,7.5,9.4,9.3
Kế toán,nữ,không,8,không,32,9.9,8.8,8.4,8.7,3.6,9.6,8.6
Nhân viên ngân hàng,nữ,không,2,không,12,9.5,8.2,9.3,9.9,6.6,9.3,8.6
Nhà thiết kế,nữ,có,6,không,5,7.2,9.2,6.7,10.0,7.0,9.4,8.1
Viên chức nhà nước,nữ,không,2,có,15,6.8,8.9,6.8,9.0,6.8,9.9,7.4
Kế toán,nữ,không,3,không,31,9.2,6.9,7.8,6.8,7.0,8.0,7.3
Nhà phát triển game,nam,không,2,không,2,9.7,7.4,9.7,6.0,6.5,9.0,9.7
Nghiên cứu mạng xã hội,nữ,không,1,không,2,8.1,9.2,9.4,7.7,8.4,6.3,6.4
Kỹ sư phần mềm,nam,không,3,không,20,8.8,6.0,8.1,8.5,8.7,9.0,7.6
Nhà đầu tư chứng khoán,nam,không,1,có,11,7.6,8.2,7.0,7.2,7.8,6.0,8.1
Nhân viên ngân hàng,nữ,không,10,không,26,7.7,6.2,9.7,8.2,7.4,9.8,9.5
Kế toán,nữ,không,3,không,22,8.9,8.1,9.9,7.1,6.7,7.4,8.9
Viên chức nhà nước,nữ,không,1,có,12,6.5,6.9,6.6,6.5,9.0,7.6,6.0
Chủ doanh nghiệp,nữ,có,10,không,4,8.2,5.5,7.6,6.3,7.0,6.1,6.0
Nhân viên ngân hàng,nữ,không,3,không,34,7.7,6.0,6.1,9.1,6.2,7.8,9.1
Giáo viên,nữ,không,0,không,9,6.6,7.0,8.8,7.0,6.2,7.0,7.5
Bác sĩ,nữ,không,5,không,43,9.0,9.6,10.0,8.7,10.0,9.0,8.9
Nhà phát triển bất động sản,nữ,không,2,không,1,7.3,8.7,9.0,9.6,6.1,6.1,7.6
Kỹ sư phần mềm,nữ,không,2,không,19,8.9,6.4,7.4,9.7,9.5,7.7,8.8
Chủ doanh nghiệp,nữ,có,4,không,2,7.2,5.5,5.4,6.2,7.5,7.9,9.6
Nhà khoa học,nam,không,1,không,34,8.7,9.0,8.9,8.8,9.3,8.7,7.0
Nhà khoa học,nữ,không,4,có,31,7.5,9.8,9.6,8.5,8.1,6.9,9.0
Giáo viên,nữ,không,4,không,11,8.0,8.5,9.8,9.9,9.2,7.0,9.6
Nghiên cứu mạng xã hội,nam,không,2,không,35,8.5,8.7,8.7,9.0,9.1,9.1,9.9
Kỹ sư phần mềm,nam,không,4,không,20,9.2,9.3,7.4,7.6,7.9,6.5,7.4
Nghiên cứu mạng xã hội,nữ,có,0,không,22,6.3,6.0,9.2,8.8,9.0,6.8,10.0
Nhà phát triển game,nữ,không,3,không,2,9.9,9.9,8.7,8.0,8.9,7.8,8.7
Chủ doanh nghiệp,nam,không,7,không,1,8.7,8.8,5.1,9.6,7.7,7.1,6.1
Kỹ sư phần mềm,nữ,không,4,không,34,8.7,8.4,6.2,7.6,8.9,8.3,9.3
Kỹ sư phần mềm,nam,có,6,không,17,9.0,7.5,7.1,6.4,9.7,8.9,8.8
Bác sĩ,nam,không,6,không,34,9.4,8.3,9.9,10.0,9.4,9.1,6.9
Nghiên cứu mạng xã hội,nữ,có,5,không,25,8.6,7.6,8.1,8.3,8.1,7.0,6.5
Nghiên cứu mạng xã hội,nam,không,3,không,8,9.6,8.1,9.5,7.8,7.9,6.5,8.6
Nghiên cứu mạng xã hội,nam,không,3,không,4,7.5,6.9,8.5,7.3,7.9,9.3,7.4
Luật sư,nữ,không,1,có,26,7.4,9.2,8.1,7.9,7.4,8.5,8.6
Nhà văn,nam,không,1,không,13,9.6,9.1,9.6,6.9,7.0,9.9,7.0
Viên chức nhà nước,nữ,không,1,có,4,7.9,7.7,6.2,9.8,7.6,9.9,8.2
Luật sư,nam,không,2,không,27,7.0,8.8,6.0,6.8,6.6,8.2,6.0
Nghiên cứu mạng xã hội,nam,không,5,không,32,7.9,9.1,6.2,8.7,8.0,6.5,9.4
Kỹ sư phần mềm,nữ,không,1,không,25,9.1,6.5,8.6,6.6,8.8,8.5,6.0
Nhà thiết kế,nữ,không,1,không,13,9.0,7.2,7.8,6.1,7.8,8.8,7.4
Kỹ sư xây dựng,nam,không,1,không,31,8.7,10.0,8.6,6.0,8.0,7.8,9.6
Giáo viên,nữ,không,3,không,8,6.9,9.9,7.8,8.5,9.8,8.6,7.3
Chủ doanh nghiệp,nam,có,9,không,0,6.6,9.9,5.0,6.2,9.7,6.0,8.4
Viên chức nhà nước,nam,không,7,không,6,6.5,9.5,7.8,6.5,7.4,6.9,6.3
Viên chức nhà nước,nam,không,2,không,7,8.3,8.1,8.8,8.2,9.7,8.3,7.4
Luật sư,nam,không,1,không,32,10.0,8.9,9.5,6.3,6.7,9.2,7.5
Kỹ sư phần mềm,nam,không,5,có,30,8.5,7.0,7.8,6.6,6.9,6.2,10.0
Chủ doanh nghiệp,nam,không,9,không,4,4.5,9.8,9.5,6.6,8.4,8.3,10.0
Viên chức nhà nước,nữ,không,5,không,15,7.3,7.5,9.4,8.2,7.1,9.0,7.5
Nhà phát triển game,nam,không,2,không,2,9.5,8.3,9.6,9.7,7.2,7.7,6.1
Luật sư,nam,không,8,có,32,9.6,9.5,6.1,7.2,7.1,8.3,9.6
Kỹ sư xây dựng,nam,không,2,không,24,9.4,7.2,9.6,9.3,9.3,7.9,6.4
Giáo viên,nữ,không,1,không,18,9.2,6.9,6.9,6.0,9.0,8.8,9.5
Chủ doanh nghiệp,nam,có,10,không,5,5.6,5.2,7.6,9.5,5.4,5.9,8.5
Nhân viên ngân hàng,nữ,có,3,không,24,8.5,7.4,6.5,7.6,10.0,9.5,6.8
Nhà thiết kế,nam,không,1,không,16,6.5,9.0,6.8,9.9,7.4,8.2,8.6
Nhà văn,nam,không,1,không,15,6.4,8.1,9.5,8.7,8.6,9.1,8.0
Kỹ sư phần mềm,nam,không,3,không,26,10.0,8.8,9.4,6.7,6.2,6.6,9.6
Giáo viên,nữ,không,3,không,15,7.6,6.4,6.4,6.0,7.5,9.2,6.1
Nhà phát triển game,nữ,không,1,không,5,9.7,7.6,9.1,7.6,8.9,6.0,8.5
Nghiên cứu mạng xã hội,nam,không,1,có,14,9.5,9.8,9.8,8.3,7.7,9.3,8.3
Nhà phát triển game,nam,không,4,không,1,8.5,6.4,9.0,9.4,6.8,9.7,6.1
Kỹ sư xây dựng,nam,không,5,không,10,8.6,9.1,9.6,6.0,9.1,7.3,8.8
Chủ doanh nghiệp,nữ,không,6,không,5,10.0,5.8,5.8,10.0,6.0,5.2,8.2
Nghiên cứu mạng xã hội,nam,không,2,không,26,6.5,7.7,6.6,10.0,8.8,7.7,6.2
Luật sư,nữ,không,2,có,26,7.1,8.1,9.9,7.4,7.4,8.2,6.7
Viên chức nhà nước,nữ,không,2,không,14,8.0,9.4,9.7,8.3,8.4,7.7,7.9
Kỹ sư xây dựng,nam,không,7,có,21,9.1,7.6,9.6,7.7,9.9,6.4,8.3
Kỹ sư phần mềm,nữ,không,2,không,32,9.1,8.7,8.8,8.2,9.5,7.0,8.7
Kỹ sư phần mềm,nam,không,0,không,30,10.0,8.6,8.1,10.0,6.6,9.8,9.7
Giáo viên,nữ,không,3,không,13,9.2,7.9,7.1,6.5,9.9,9.1,9.8
Nhân viên ngân hàng,nữ,không,7,không,33,8.9,7.6,9.5,8.3,8.4,9.6,6.1
Kế toán,nữ,không,3,không,15,9.3,9.2,9.2,7.6,4.9,9.3,7.5
Nghiên cứu mạng xã hội,nam,không,10,không,33,8.1,6.4,6.7,7.4,6.5,9.4,9.6
Nhà thiết kế,nam,không,2,không,11,7.0,7.3,7.0,6.7,9.6,8.6,8.9
Nghiên cứu mạng xã hội,nữ,không,2,không,30,6.1,7.0,8.9,9.7,6.0,7.9,7.9
Chủ doanh nghiệp,nữ,không,7,không,2,6.2,5.3,7.8,7.7,5.9,9.5,8.0
Nhà đầu tư chứng khoán,nam,không,3,không,4,8.3,6.1,7.9,9.9,6.6,6.0,7.6
Kỹ sư phần mềm,nam,không,3,không,32,8.5,9.6,8.7,6.3,6.9,6.9,8.1
Chủ doanh nghiệp,nữ,có,7,không,0,8.3,5.5,8.7,7.4,7.3,7.7,6.1
Chủ doanh nghiệp,nữ,không,2,không,4,7.3,9.5,5.4,9.4,9.9,5.8,9.4
Chủ doanh nghiệp,nam,có,10,có,0,6.1,6.5,7.3,7.8,7.7,9.7,9.6
Nghiên cứu mạng xã hội,nữ,không,5,có,21,7.7,7.2,8.1,6.3,6.9,7.3,8.0
Nhà văn,nữ,không,2,không,29,7.7,8.7,6.5,9.1,7.1,9.0,9.0
Nghiên cứu mạng xã hội,nam,không,3,không,32,9.9,9.4,9.4,6.2,6.8,7.9,6.8
Nghiên cứu mạng xã hội,nữ,không,7,không,14,7.3,6.9,9.4,7.8,7.6,6.3,7.1
Luật sư,nam,không,1,không,25,9.5,8.9,9.6,8.9,6.0,9.9,9.3
Nghiên cứu mạng xã hội,nam,không,7,có,4,9.4,7.9,9.2,10.0,9.3,6.3,9.8
Nhà đầu tư chứng khoán,nữ,không,2,có,32,7.5,8.3,8.5,6.5,7.6,9.4,6.0
Nghiên cứu mạng xã hội,nam,không,2,không,7,6.6,8.3,7.7,9.1,8.4,7.4,6.2
Kỹ sư phần mềm,nữ,có,1,không,22,9.1,7.9,8.9,7.4,7.9,7.4,6.1
Nghiên cứu mạng xã hội,nam,không,5,không,3,8.1,6.1,7.5,6.5,9.0,9.2,8.0
Chủ doanh nghiệp,nam,có,8,không,1,7.1,6.9,6.9,6.7,7.0,7.8,6.6
Nhà văn,nam,không,4,có,23,7.7,9.4,9.7,7.7,6.3,9.8,9.8
Bác sĩ,nữ,không,0,không,42,9.1,8.7,9.3,8.5,9.8,8.5,9.5
Nhà khoa học,nam,không,1,không,30,8.3,9.8,10.0,9.3,10.0,7.7,7.6
Chủ doanh nghiệp,nữ,không,1,không,1,7.5,5.1,7.0,8.4,6.6,6.4,8.8
Kỹ sư phần mềm,nữ,có,3,có,17,8.6,9.6,6.8,7.1,8.6,9.4,8.9
Bác sĩ,nam,không,2,không,48,8.6,8.8,8.9,8.9,9.8,8.9,9.6
Kỹ sư phần mềm,nam,không,4,có,24,8.5,6.7,6.0,8.2,7.7,7.2,7.2
Nhà văn,nữ,không,6,không,31,6.2,8.1,8.0,8.8,7.8,9.4,8.5
Chủ doanh nghiệp,nam,có,7,không,0,10.0,6.5,6.7,6.1,7.6,5.8,8.4
Chủ doanh nghiệp,nam,không,9,không,2,7.9,8.6,9.7,6.0,6.6,7.4,9.6
Luật sư,nữ,không,1,không,24,9.9,9.7,6.8,8.5,8.6,8.5,7.3
Chủ doanh nghiệp,nữ,không,7,không,2,4.6,6.5,9.7,10.0,5.6,7.3,9.5
Kỹ sư phần mềm,nam,không,0,không,32,8.5,9.7,8.8,6.1,8.0,8.0,8.4
Viên chức nhà nước,nữ,không,2,không,4,8.5,6.8,8.9,6.4,7.9,6.6,6.6
Kỹ sư phần mềm,nam,không,4,không,32,8.5,8.7,9.1,6.3,9.5,8.8,6.2
Nhà đầu tư chứng khoán,nam,không,3,không,16,9.9,8.6,9.0,10.0,9.6,7.7,6.0
Nhân viên ngân hàng,nữ,không,1,không,20,8.4,9.2,6.3,9.1,8.9,9.2,7.6
Kỹ sư xây dựng,nam,không,4,không,28,8.5,7.2,8.7,7.2,6.8,8.5,7.8
Kỹ sư phần mềm,nam,không,7,không,30,10.0,7.9,9.2,9.2,6.7,6.8,7.2
Nhân viên ngân hàng,nữ,không,3,không,17,8.6,6.1,6.8,9.1,6.0,8.6,6.2
Nghiên cứu mạng xã hội,nữ,không,5,không,25,7.9,7.0,7.1,9.5,7.9,7.7,6.8
Kế toán,nam,không,5,không,18,7.6,8.2,7.6,7.1,7.0,8.9,7.6
Kỹ sư phần mềm,nam,có,1,không,23,9.6,6.3,6.9,6.7,6.9,9.2,7.7
Kỹ sư phần mềm,nam,không,4,có,23,10.0,7.7,7.5,7.4,8.0,9.4,7.4
Kỹ sư phần mềm,nữ,không,6,không,21,8.8,8.4,8.7,9.7,9.4,8.7,8.5
Kỹ sư phần mềm,nữ,không,3,không,27,9.6,7.6,9.8,8.9,9.3,8.5,7.5
Kỹ sư phần mềm,nữ,không,5,không,14,9.2,6.6,9.6,7.1,8.7,8.9,6.1
Bác sĩ,nam,không,2,có,37,8.7,9.3,9.9,10.0,9.7,9.2,9.0
Kế toán,nam,không,3,không,29,9.5,8.2,7.4,8.7,3.6,6.1,8.8
Chủ doanh nghiệp,nam,có,6,không,4,4.4,7.6,5.6,7.1,6.6,5.4,9.1
Nhân viên ngân hàng,nữ,không,3,không,16,7.8,8.9,6.8,6.3,8.1,9.2,9.7
Kế toán,nữ,không,4,không,30,9.5,7.8,9.3,8.5,4.8,6.8,7.5
Chủ doanh nghiệp,nam,có,7,không,1,5.7,5.6,5.3,7.5,9.8,9.2,7.3
Kỹ sư phần mềm,nam,không,3,có,24,8.6,9.9,9.5,9.4,9.2,9.0,7.7
Nhà văn,nữ,không,2,không,35,9.2,9.7,10.0,9.1,9.5,9.0,9.5
Giáo viên,nữ,không,1,không,14,6.9,6.9,8.4,10.0,6.9,7.7,8.7
Nhà thiết kế,nữ,không,1,không,3,9.1,6.2,7.5,6.0,8.2,9.1,9.6
Kế toán,nữ,không,4,không,15,7.9,7.9,9.7,7.8,3.1,9.9,8.4
Kỹ sư phần mềm,nam,không,5,không,23,9.3,9.6,8.0,6.4,9.1,6.8,7.1
Nghiên cứu mạng xã hội,nam,không,6,không,19,9.0,7.9,9.0,7.3,7.6,6.8,9.5
Bác sĩ,nam,không,3,không,33,9.9,6.8,10.0,9.5,9.5,8.8,8.3
Nhân viên ngân hàng,nữ,không,0,không,14,9.0,6.9,8.1,9.2,6.5,8.9,6.9
Nghệ sĩ,nữ,không,1,có,0,7.1,8.4,6.6,7.5,9.3,8.4,6.9
Luật sư,nữ,không,1,không,34,9.8,9.3,6.7,7.4,8.1,8.7,7.6
Nhà khoa học,nam,không,5,không,33,9.4,9.9,8.3,9.4,9.3,9.5,9.3
Nhà đầu tư chứng khoán,nữ,không,7,không,7,9.2,8.9,7.9,7.6,8.6,6.1,8.1
Kỹ sư phần mềm,nam,không,2,không,18,10.0,9.6,7.4,6.1,8.7,9.4,6.0
Chủ doanh nghiệp,nam,không,9,không,4,4.8,5.5,8.6,5.1,5.4,9.4,6.1
Nhà phát triển bất động sản,nam,không,6,không,10,6.3,8.7,7.1,6.8,6.6,6.7,9.9
Kỹ sư phần mềm,nam,có,2,không,22,8.9,8.3,8.9,9.1,9.4,9.3,6.9
Nhà đầu tư chứng khoán,nữ,không,5,không,28,8.8,9.0,9.3,8.1,8.8,9.0,7.4
Nhà phát triển bất động sản,nam,không,2,không,2,9.8,8.7,6.7,9.7,6.2,6.0,7.9
Chủ doanh nghiệp,nữ,không,1,không,0,9.2,8.6,8.8,7.5,6.0,5.0,7.9
Bác sĩ,nam,không,3,không,24,8.0,6.0,10.0,9.9,9.8,7.5,9.4
Kỹ sư xây dựng,nam,không,2,không,15,9.2,6.3,9.1,6.5,6.9,9.4,9.8
Nghệ sĩ,nữ,có,2,không,1,8.2,9.5,6.8,6.4,9.7,9.9,6.0
Nhà đầu tư chứng khoán,nam,không,1,không,8,8.4,7.4,7.4,7.5,9.9,9.9,8.5
Giáo viên,nữ,không,7,không,9,6.1,7.0,6.5,6.7,9.3,8.1,6.3
Kỹ sư phần mềm,nam,không,4,không,33,9.9,8.7,9.8,7.6,6.5,9.4,6.7
Kế toán,nữ,không,3,không,32,8.3,6.9,9.0,7.8,3.9,9.5,8.2
Chủ doanh nghiệp,nữ,có,9,không,4,5.6,9.0,9.5,5.9,9.1,7.7,9.9
Chủ doanh nghiệp,nam,không,2,không,2,6.5,6.4,5.2,5.6,6.3,8.2,8.3
Nhà thiết kế,nam,không,3,không,20,9.4,6.1,7.7,7.3,7.9,6.5,8.9
Kỹ sư phần mềm,nữ,không,1,không,21,9.0,9.6,7.3,8.9,9.3,8.7,9.6
Luật sư,nữ,không,3,không,29,9.4,8.2,8.1,9.0,7.6,9.7,8.6
Nghiên cứu mạng xã hội,nữ,không,3,không,13,8.9,8.7,6.3,8.3,6.4,8.5,7.2
Kế toán,nam,không,1,không,24,8.9,6.7,6.8,9.3,9.8,7.5,8.8
Bác sĩ,nam,không,7,không,30,8.8,9.8,8.7,8.5,9.6,7.7,9.6
Nhà đầu tư chứng khoán,nam,không,1,không,25,7.6,9.4,9.0,7.5,9.2,8.6,8.7
Nhà thiết kế,nam,không,1,không,1,8.8,7.8,8.4,9.6,9.2,9.9,9.7
Kỹ sư phần mềm,nam,không,4,không,27,8.8,7.6,8.0,7.2,10.0,6.9,7.1
Nhà phát triển bất động sản,nam,không,0,có,4,5.4,8.8,8.2,8.9,7.2,6.0,6.9
Nhân viên ngân hàng,nữ,không,2,có,32,8.7,8.7,7.6,6.7,6.8,8.9,7.7
Nghệ sĩ,nữ,không,1,không,1,9.5,7.3,7.9,8.1,8.2,6.9,10.0
Nhà thiết kế,nữ,không,2,không,32,7.2,7.2,6.8,8.1,9.5,9.0,9.9
Nhà phát triển bất động sản,nữ,không,1,có,4,9.5,7.6,7.0,8.9,8.8,8.7,6.2
Kỹ sư phần mềm,nam,không,4,không,28,9.1,9.7,8.6,7.7,8.3,7.9,6.2
Luật sư,nữ,không,3,có,32,7.9,8.1,6.3,7.9,9.6,9.6,8.9
Bác sĩ,nữ,không,1,không,33,8.0,7.1,9.4,9.2,9.2,6.0,7.8
Chủ doanh nghiệp,nam,có,2,không,4,8.6,9.0,8.8,7.3,5.0,9.3,7.1
Kỹ sư phần mềm,nam,không,1,không,31,8.8,8.8,9.0,6.7,7.7,8.3,6.4
Kỹ sư xây dựng,nam,không,5,không,17,8.3,9.5,8.6,8.0,6.4,6.6,9.7
Bác sĩ,nam,không,2,không,23,8.4,8.4,8.0,9.7,8.7,9.7,9.1
Kỹ sư phần mềm,nữ,không,0,không,29,8.5,8.2,8.1,8.5,7.2,9.0,7.1
Kỹ sư phần mềm,nam,không,2,không,19,9.1,8.5,9.6,8.3,7.4,8.7,7.4
Nhân viên ngân hàng,nam,có,4,có,26,8.3,7.1,9.4,6.0,6.3,9.3,6.7
Nhà phát triển bất động sản,nữ,không,7,không,7,9.7,9.3,9.9,9.8,9.6,7.9,8.8
Nhà phát triển bất động sản,nữ,không,6,không,4,6.3,6.8,9.2,7.3,6.6,6.9,8.7
Bác sĩ,nam,không,6,không,22,9.2,9.8,9.0,8.2,8.6,8.6,8.9
Chủ doanh nghiệp,nam,có,6,có,4,7.8,7.8,6.4,9.4,7.9,9.2,6.3
Luật sư,nữ,không,3,không,29,7.8,9.0,6.9,10.0,9.0,9.1,9.0
Nhà đầu tư chứng khoán,nam,không,8,có,21,8.9,6.0,9.3,7.9,7.2,7.6,8.5
Nhà phát triển bất động sản,nữ,không,3,không,5,5.3,8.7,10.0,8.4,6.3,6.2,9.5
Nghiên cứu mạng xã hội,nam,không,5,không,15,6.3,8.4,6.0,8.5,9.1,8.3,8.4
Nghiên cứu mạng xã hội,nam,không,3,có,10,10.0,9.8,7.1,10.0,7.1,9.2,6.3
Chủ doanh nghiệp,nữ,có,7,không,2,7.9,5.4,8.1,8.7,6.7,7.4,8.5
Nhà phát triển bất động sản,nữ,không,4,có,0,9.3,7.7,7.1,6.2,9.4,6.9,7.2
Nghệ sĩ,nam,không,5,có,3,9.7,8.8,6.7,7.2,8.3,8.7,6.2
Nghiên cứu mạng xã hội,nữ,không,6,có,1,7.6,8.2,9.3,9.8,9.8,6.0,6.5
Kế toán,nữ,không,3,có,26,8.4,8.3,8.0,9.1,8.8,6.1,6.1
Chủ doanh nghiệp,nữ,có,5,không,2,5.6,9.6,6.5,6.1,7.8,7.7,9.5
Nghiên cứu mạng xã hội,nữ,không,3,không,21,9.7,8.9,9.4,9.1,9.5,7.0,7.5
Chủ doanh nghiệp,nữ,không,10,không,5,6.7,6.0,9.7,5.3,9.3,7.8,8.1
Chủ doanh nghiệp,nữ,có,10,không,5,9.7,9.3,6.4,7.4,9.4,7.4,7.6
Chủ doanh nghiệp,nữ,không,5,không,0,10.0,6.7,5.0,7.8,7.3,9.0,9.1
Giáo viên,nữ,không,5,có,10,8.3,6.1,7.6,7.5,6.2,7.9,9.4
Nghệ sĩ,nam,không,5,không,2,8.5,6.3,8.3,8.3,6.9,9.4,8.0
Nhân viên ngân hàng,nữ,không,5,có,24,10.0,9.6,9.7,6.4,7.6,7.7,6.1
Bác sĩ,nam,không,4,không,46,9.2,9.8,9.9,8.6,10.0,8.6,8.7
Nhà văn,nam,không,3,không,31,8.8,9.8,6.5,6.8,9.9,9.4,7.9
Luật sư,nam,không,1,không,33,9.5,8.2,6.2,7.6,6.4,9.1,7.9
Nhà đầu tư chứng khoán,nữ,không,5,không,26,7.6,8.1,8.4,8.0,8.0,8.4,7.0
Kế toán,nam,không,2,không,19,7.9,9.3,7.2,9.7,6.9,7.8,8.7
Kỹ sư phần mềm,nam,không,3,không,25,9.3,7.0,8.4,6.8,7.1,8.5,7.0
Kế toán,nữ,không,3,không,24,7.9,9.6,7.8,9.0,9.4,7.6,8.8
Nhà đầu tư chứng khoán,nam,không,1,không,21,9.8,9.9,7.2,10.0,9.4,7.7,8.4
Chủ doanh nghiệp,nữ,có,8,có,0,9.3,9.9,8.1,6.7,8.7,7.6,6.0
Nhân viên ngân hàng,nam,không,4,không,30,9.1,7.9,7.8,9.5,8.6,8.9,10.0
Kỹ sư phần mềm,nữ,không,4,không,32,8.6,9.9,7.7,6.1,7.2,9.2,7.0
Nghiên cứu mạng xã hội,nữ,không,8,không,15,8.1,8.0,8.5,9.3,6.8,7.5,9.0
Viên chức nhà nước,nữ,không,6,không,15,9.7,9.4,9.4,8.3,9.1,6.5,9.6
Nhà phát triển game,nữ,không,3,có,4,9.0,9.5,8.9,9.3,9.2,9.9,8.8
Kỹ sư phần mềm,nam,không,1,có,27,9.0,9.1,6.2,8.2,7.6,7.0,6.4
Kỹ sư xây dựng,nam,không,5,không,33,8.2,9.2,9.5,6.1,8.4,8.1,8.2
Kỹ sư phần mềm,nam,không,7,không,25,9.1,9.4,8.9,7.4,6.0,7.7,7.7
Luật sư,nữ,không,0,không,29,7.0,9.4,6.7,7.4,8.4,9.5,6.5
Nghiên cứu mạng xã hội,nữ,không,2,không,13,6.0,7.5,7.0,9.6,6.3,8.2,8.0
Bác sĩ,nữ,không,3,không,49,8.5,9.6,9.9,9.4,9.5,9.2,9.5
Luật sư,nam,không,6,không,34,8.2,8.5,7.2,6.9,6.3,9.9,6.8
Kỹ sư xây dựng,nam,có,4,không,28,8.3,7.9,9.2,6.9,8.5,7.1,9.5
Bác sĩ,nữ,không,2,không,44,9.6,8.8,10.0,9.5,8.5,9.4,9.3
Kỹ sư phần mềm,nữ,không,1,không,14,8.5,8.7,7.8,7.2,9.1,8.8,9.3
Nhà phát triển bất động sản,nữ,không,4,không,1,9.5,6.1,8.4,9.8,6.3,6.6,8.0
Kỹ sư phần mềm,nam,không,6,không,22,9.7,9.2,8.7,6.1,7.5,6.2,9.4
Giáo viên,nữ,không,2,không,11,9.5,6.9,9.1,9.7,8.9,8.4,6.6
Nghiên cứu mạng xã hội,nữ,không,3,không,2,6.9,9.8,7.7,6.3,8.8,6.4,6.0
Chủ doanh nghiệp,nữ,không,9,không,3,8.4,5.5,6.5,6.2,5.6,9.1,8.1
Nhân viên ngân hàng,nữ,không,5,không,28,9.2,10.0,10.0,9.8,8.3,7.5,7.2
Chủ doanh nghiệp,nam,có,2,không,0,8.7,9.5,7.8,8.2,5.3,5.9,6.6
Nhân viên ngân hàng,nam,không,5,không,22,9.7,8.7,9.0,7.0,9.6,7.5,9.3
Chủ doanh nghiệp,nữ,có,8,không,3,9.2,9.6,7.7,9.5,6.3,5.7,9.0
Nghiên cứu mạng xã hội,nam,không,2,không,25,7.2,9.1,6.8,7.9,9.8,7.1,8.9
Chủ doanh nghiệp,nữ,không,3,có,1,5.0,5.5,9.6,7.2,5.5,5.0,6.4
Bác sĩ,nữ,không,7,không,37,9.7,9.6,9.3,9.4,9.1,9.6,8.7
Kỹ sư phần mềm,nữ,không,3,có,28,8.9,7.7,6.9,7.2,6.3,8.4,9.9
Nhà khoa học,nữ,không,3,không,30,7.7,7.6,9.0,9.5,9.4,9.9,9.4
Nhà đầu tư chứng khoán,nam,không,1,không,19,9.1,8.9,6.6,6.9,10.0,8.8,7.9
Chủ doanh nghiệp,nam,có,7,không,2,6.4,9.2,7.0,8.1,8.5,5.5,7.6
Nghiên cứu mạng xã hội,nữ,có,4,không,26,7.1,8.7,6.3,7.3,8.9,7.7,6.6
Chủ doanh nghiệp,nam,không,10,có,0,5.6,7.9,7.4,6.6,9.2,5.7,6.1
Nhà phát triển game,nam,không,4,không,5,8.7,7.0,9.8,6.4,6.5,7.8,8.3
Kỹ sư phần mềm,nữ,không,0,không,17,9.9,6.9,8.5,9.1,7.7,8.8,7.5
Luật sư,nam,không,2,không,26,9.8,8.8,7.6,7.2,9.2,8.1,8.9
Nghiên cứu mạng xã hội,nam,không,2,không,32,8.7,8.3,7.4,6.1,8.1,7.2,9.8
Kỹ sư phần mềm,nữ,không,6,có,16,8.8,9.6,9.0,9.2,6.8,9.7,7.3
Chủ doanh nghiệp,nữ,có,8,không,2,7.1,5.2,5.3,6.4,8.9,7.6,7.0
