Ngành Tiếng Việt,Trường,Mã ngành,Tổ hợp,Phương thức,Điểm chuẩn,Ghi chú
Bất động sản,Điểm chuẩn năm 2024 - DMT - Trường đại học tài nguyên và môi trường Hà Nội,7340116,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,75,
Bất động sản,Điểm chuẩn năm 2024 - DMS - Trường đại học Tài Chính - Marketing,7340116,A00; A01; D01; D96,Điểm chuẩn theo Điểm thi THPT năm 2024,23.3,
Bất động sản,Điểm chuẩn năm 2024 - DMS - Trường đại học Tài Chính - Marketing,7340116,A00; A01; D01; D96,Điểm chuẩn theo Điểm học bạ năm 2024,26,Diện xét tuyển 1
Bất động sản,Điểm chuẩn năm 2024 - DMS - Trường đại học Tài Chính - Marketing,7340116,A00; A01; D01; D96,Điểm chuẩn theo Điểm học bạ năm 2024,22,Diện xét tuyển 3
Bất động sản,Điểm chuẩn năm 2024 - DMS - Trường đại học Tài Chính - Marketing,7340116,A00; A01; D01; D96,Điểm chuẩn theo Điểm học bạ năm 2024,25,Diện xét tuyển 4
Bất động sản,Điểm chuẩn năm 2024 - DMS - Trường đại học Tài Chính - Marketing,7340116,A00; A01; D01; D96,Điểm chuẩn theo Điểm học bạ năm 2024,27.5,
Bất động sản,Điểm chuẩn năm 2024 - DMS - Trường đại học Tài Chính - Marketing,7340116,A00; A01; D01; D96,Điểm chuẩn theo Điểm học bạ năm 2024,22,Diện xét tuyển 2
Bất động sản,Điểm chuẩn năm 2024 - DMS - Trường đại học Tài Chính - Marketing,7340116,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,700,
Bất động sản,Điểm chuẩn năm 2024 - DMS - Trường đại học Tài Chính - Marketing,7340116,A00; A01; D01; D96,Điểm chuẩn theo Điểm thi riêng năm 2024,250,V - SAT
Bất động sản,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7340116,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,24.5,
Bất động sản,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7340116,A00; A01; D26; D27; D28; D29; D30; AH3; D01; D02; D03; D04; D05; D06; DD2; D07; D21; D22; D23; D24; D25; AH2,Điểm chuẩn theo Điểm học bạ năm 2024,53,Điểm tối đa là 100
Bất động sản,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7340116,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,800,
Bất động sản,Điểm chuẩn năm 2024 - KSA-Trường đại học Kinh Tế TP.HCM,7340116,,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",50,Xét tuyển học sinh giỏi; điểm tối đa là 100
Bất động sản,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340116,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,26.83,
Bất động sản,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340116,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,20.9,
Bất động sản,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340116,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,20.9,
Bất động sản,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340116,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,20.9,
Bất động sản,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340116,,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,20.9,CCTAQT kết hợp với điểm thi HSA/APT/TSA 2023 hoặc 2024
Bất động sản,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340116,A00; A01; D01; D07,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,26.33,Điểm thi tốt nghiệp kết hợp CCQT
Bất động sản,Điểm chuẩn năm 2024 - KHA - Đại học kinh tế quốc dân,7340116,,Điểm chuẩn theo Chứng chỉ quốc tế năm 2024,25.13,CCQT SAT hoặc ACT
Biên đạo múa,Điểm chuẩn năm 2024 - ZNH - ĐẠI HỌC VĂN HOÁ-NGHỆ THUẬT QUÂN ĐỘI,7210243,N03,Điểm chuẩn theo Điểm thi THPT năm 2018,22,"Tổng điểm thi 2 môn năng khiếu 17,5, điểm chuyên môn >=9"
Biên đạo múa,Điểm chuẩn năm 2024 - SKD - Trường đại học sân khấu điện ảnh,7210243,S00,Điểm chuẩn theo Điểm thi THPT năm 2017,18.5,Chuyên môn 14
Biên kịch sân khấu,Điểm chuẩn năm 2024 - SKD - Trường đại học sân khấu điện ảnh,7210225,S00,Điểm chuẩn theo Điểm thi THPT năm 2017,0,Chuyên môn
Biên phòng,Điểm chuẩn năm 2024 - BPH - HỌC VIỆN BIÊN PHÒNG,7860214,A01,Điểm chuẩn theo Điểm thi THPT năm 2024,24.6,TS nam miền Bắc
Biên phòng,Điểm chuẩn năm 2024 - BPH - HỌC VIỆN BIÊN PHÒNG,7860214,C00,Điểm chuẩn theo Điểm thi THPT năm 2024,27.9,TS nam Quân khu 9; Tiêu chí phụ 1: Văn >= 8.75
Biên phòng,Điểm chuẩn năm 2024 - BPH - HỌC VIỆN BIÊN PHÒNG,7860214,A01,Điểm chuẩn theo Điểm thi THPT năm 2024,25.2,TS nam Quân khu 4 (Quảng Trị và TT Huế)
Biên phòng,Điểm chuẩn năm 2024 - BPH - HỌC VIỆN BIÊN PHÒNG,7860214,A01,Điểm chuẩn theo Điểm thi THPT năm 2024,23.04,TS nam Quân khu 5
Biên phòng,Điểm chuẩn năm 2024 - BPH - HỌC VIỆN BIÊN PHÒNG,7860214,A01,Điểm chuẩn theo Điểm thi THPT năm 2024,21.3,TS nam Quân khu 7
Biên phòng,Điểm chuẩn năm 2024 - BPH - HỌC VIỆN BIÊN PHÒNG,7860214,A01,Điểm chuẩn theo Điểm thi THPT năm 2024,23.7,TS nam Quân khu 9
Biên phòng,Điểm chuẩn năm 2024 - BPH - HỌC VIỆN BIÊN PHÒNG,7860214,C00,Điểm chuẩn theo Điểm thi THPT năm 2024,28.37,TS nam miền Bắc
Biên phòng,Điểm chuẩn năm 2024 - BPH - HỌC VIỆN BIÊN PHÒNG,7860214,C00,Điểm chuẩn theo Điểm thi THPT năm 2024,27.58,TS nam Quân khu 4 (Quảng Trị và TT Huế)
Biên phòng,Điểm chuẩn năm 2024 - BPH - HỌC VIỆN BIÊN PHÒNG,7860214,C00,Điểm chuẩn theo Điểm thi THPT năm 2024,27.34,TS nam Quân khu 5
Biên phòng,Điểm chuẩn năm 2024 - BPH - HỌC VIỆN BIÊN PHÒNG,7860214,C00,Điểm chuẩn theo Điểm thi THPT năm 2024,27.2,TS nam Quân khu 7
Chỉ huy âm nhạc,Điểm chuẩn năm 2024 - NVS - Nhạc viện tp.hcm,7210204,1,Điểm chuẩn theo Điểm thi THPT năm 2022,20.5,
Chỉ huy âm nhạc,Điểm chuẩn năm 2024 - NVH - học viện âm nhạc quốc gia Việt Nam,7210204,0,Điểm chuẩn theo Điểm thi THPT năm 2016,22,
Chính trị học,Điểm chuẩn năm 2024 - HVC - Học viện cán bộ Thành phố Hồ Chí Minh,7310201,C00; C03; C04; C14,Điểm chuẩn theo Điểm thi THPT năm 2024,22,
Chính trị học,Điểm chuẩn năm 2024 - HVC - Học viện cán bộ Thành phố Hồ Chí Minh,7310201,C00; C03; C04; C14,Điểm chuẩn theo Điểm học bạ năm 2024,23.9,
Chính trị học,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7310201,C00; C19; D14; D15,Điểm chuẩn theo Điểm thi THPT năm 2024,25.9,
Chính trị học,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7310201,C00; C19; D14; D15,Điểm chuẩn theo Điểm học bạ năm 2024,25.75,
Chính trị học,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7310201,A07; B08; D09; D10,Điểm chuẩn theo Điểm Đánh giá đầu vào V-SAT năm 2024,229,
Chính trị học,Điểm chuẩn năm 2024 - HNM - Trường đại học Thủ đô Hà Nội,7310201,C00; D78; D66; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,24.65,
Chính trị học,Điểm chuẩn năm 2024 - HNM - Trường đại học Thủ đô Hà Nội,7310201,C00; D78; D66; D01,Điểm chuẩn theo Điểm học bạ năm 2024,26.42,
Chính trị học,Điểm chuẩn năm 2024 - HNM - Trường đại học Thủ đô Hà Nội,7310201,,Điểm chuẩn theo Chứng chỉ quốc tế năm 2024,8,
Chính trị học,Điểm chuẩn năm 2024 - DNV - Trường đại học nội vụ Hà Nội,7310201,D01,Điểm chuẩn theo Điểm thi THPT năm 2022,15,
Chính trị học,Điểm chuẩn năm 2024 - DNV - Trường đại học nội vụ Hà Nội,7310201,C00,Điểm chuẩn theo Điểm thi THPT năm 2022,17,
Chính trị học,Điểm chuẩn năm 2024 - DNV - Trường đại học nội vụ Hà Nội,7310201,C14; C20,Điểm chuẩn theo Điểm thi THPT năm 2022,18,
Chính trị học,Điểm chuẩn năm 2024 - DNV - Trường đại học nội vụ Hà Nội,7310201,C00,Điểm chuẩn theo Điểm học bạ năm 2022,24,
Chính trị học,Điểm chuẩn năm 2024 - DNV - Trường đại học nội vụ Hà Nội,7310201,C14; C20,Điểm chuẩn theo Điểm học bạ năm 2022,25,
Chính trị học,Điểm chuẩn năm 2024 - DNV - Trường đại học nội vụ Hà Nội,7310201,D01,Điểm chuẩn theo Điểm học bạ năm 2022,22,
Chính trị học,Điểm chuẩn năm 2024 - DNV - Trường đại học nội vụ Hà Nội,7310201,,Điểm chuẩn theo Điểm ĐGNL HN năm 2022,75,
Chính trị học,Điểm chuẩn năm 2024 - DNV - Trường đại học nội vụ Hà Nội,7310201,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2022,600,
Chính trị học,Điểm chuẩn năm 2024 - DTB - Trường đại học Thái Bình,7310201,A00; B00; C14; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,18,
Chính trị học,Điểm chuẩn năm 2024 - DTB - Trường đại học Thái Bình,7310201,A00; B00; C14; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Chính trị học,Điểm chuẩn năm 2024 - DTB - Trường đại học Thái Bình,7310201,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,70,
Chính trị học,Điểm chuẩn năm 2024 - DTB - Trường đại học Thái Bình,7310201,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,700,
Chính trị học,Điểm chuẩn năm 2024 - DTB - Trường đại học Thái Bình,7310201,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,60,
Chính trị học,Điểm chuẩn năm 2024 - DVT - Trường đại học Trà Vinh,7310201,C00; D01; C19; C20,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Chính trị học,Điểm chuẩn năm 2024 - DVT - Trường đại học Trà Vinh,7310201,C00; D01; C19; C20,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Chính trị học,Điểm chuẩn năm 2024 - DVT - Trường đại học Trà Vinh,7310201,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,400,
Chính trị học,Điểm chuẩn năm 2024 - HHT - Đại học HÀ TĨNH,7310201,A00; C00; C14; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Chính trị học,Điểm chuẩn năm 2024 - HHT - Đại học HÀ TĨNH,7310201,A00; C00; C14; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Chính trị học,Điểm chuẩn năm 2024 - HCH HCS - Học viện hành chính,7310201,D01,Điểm chuẩn theo Điểm thi THPT năm 2024,24.05,Đào tạo tại Hà Nội
Chính trị học,Điểm chuẩn năm 2024 - HCH HCS - Học viện hành chính,7310201,C00,Điểm chuẩn theo Điểm thi THPT năm 2024,26.05,Đào tạo tại Hà Nội
Chính trị học,Điểm chuẩn năm 2024 - HCH HCS - Học viện hành chính,7310201,C14; C20,Điểm chuẩn theo Điểm thi THPT năm 2024,27.05,Đào tạo tại Hà Nội
Chính trị học,Điểm chuẩn năm 2024 - HCH HCS - Học viện hành chính,7310201,D01,Điểm chuẩn theo Điểm học bạ năm 2024,25.5,Đào tạo tại Hà Nội
Chính trị học,Điểm chuẩn năm 2024 - HCH HCS - Học viện hành chính,7310201,C00,Điểm chuẩn theo Điểm học bạ năm 2024,27.5,Đào tạo tại Hà Nội
Chính trị học,Điểm chuẩn năm 2024 - HCH HCS - Học viện hành chính,7310201,C14; C20,Điểm chuẩn theo Điểm học bạ năm 2024,28.5,Đào tạo tại Hà Nội
Chính trị học,Điểm chuẩn năm 2024 - HCH HCS - Học viện hành chính,7310201,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,80,Đào tạo tại Hà Nội
Chính trị học,Điểm chuẩn năm 2024 - HCH HCS - Học viện hành chính,7310201,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,640,Đào tạo tại Hà Nội
Chính trị học,Điểm chuẩn năm 2024 - HCH HCS - Học viện hành chính,7310201,,Điểm chuẩn theo Chứng chỉ quốc tế năm 2024,65,Đào tạo tại Hà Nội; Chứng chỉ TOEFL iBT
Chính trị học,Điểm chuẩn năm 2024 - HCH HCS - Học viện hành chính,7310201,,Điểm chuẩn theo Chứng chỉ quốc tế năm 2024,5.5,Đào tạo tại Hà Nội; Chứng chỉ IELTS
Chính trị học,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7310201,C00; D01; C19; A01,Điểm chuẩn theo Điểm thi THPT năm 2024,18,
Chính trị học,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7310201,C00; D01; C19; A01,Điểm chuẩn theo Điểm học bạ năm 2024,21,
Chính trị học,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7310201,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,18.28,
Chính trị học,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7310201,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,18.28,
Chính trị học,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7310201,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,18.28,
Chính trị học,Điểm chuẩn năm 2024 - TDV - Trường đại học Vinh,7310201,,Điểm chuẩn theo Điểm ĐGNL ĐH Sư phạm HN năm 2024,18.28,
Chính trị học,Điểm chuẩn năm 2024 - SPH - Trường đại học sư phạm Hà Nội,7310201B,C19,Điểm chuẩn theo Điểm thi THPT năm 2024,26.86,
Chính trị học,Điểm chuẩn năm 2024 - SPH - Trường đại học sư phạm Hà Nội,7310201C,D66; D68; D70,Điểm chuẩn theo Điểm thi THPT năm 2024,26.86,
Chính trị học,Điểm chuẩn năm 2024 - SPH - Trường đại học sư phạm Hà Nội,7310201B,Ngữ văn (× 2); Tiếng Anh,Điểm chuẩn theo Điểm ĐGNL ĐH Sư phạm HN năm 2024,19.85,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7510102,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,"CTC học Tiếng Việt, NN Tiếng Anh"
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7510102NB,A00; A01; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,"CTC học Tiếng Việt, NN Tiếng Nhật"
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7510102,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,"CTC Học Tiếng Việt, NN Tiếng Anh"
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7510102NB,A00; A01; C01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,"CTC Học Tiếng Việt, NN Tiếng Nhật"
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DDM - Trường Đại học Công nghiệp Quảng Ninh,7510102,A00; A09; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DDM - Trường Đại học Công nghiệp Quảng Ninh,7510102,A00; A09; C01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DBD - Trường đại học Bình Dương (*),7510102,A00; A09; V00; V01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DBD - Trường đại học Bình Dương (*),7510102,A00; A09; V00; V01,Điểm chuẩn theo Điểm học bạ năm 2024,15,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DBD - Trường đại học Bình Dương (*),7510102,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,500,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DLH - Trường đại học dân lập Lạc Hồng (*),7510102,A00; A01; V00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16.55,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DTD - Trường đại học Tây Đô (*),7510102,A00; A02; A01; C01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DTD - Trường đại học Tây Đô (*),7510102,A00; A02; A01; C01,Điểm chuẩn theo Điểm học bạ năm 2024,16.5,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DTD - Trường đại học Tây Đô (*),7510102,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,500,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DCL - Trường đại học dân lập Cửu Long (*),7510102,A00; A01; D01; C01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DCL - Trường đại học dân lập Cửu Long (*),7510102,A00; A01; D01; C01,Điểm chuẩn theo Điểm học bạ năm 2024,6,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7510102,A00; A16; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7510102,A00; C01; C02; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7510102,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,85,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7510102,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - VLU - Trường đại học Sư Phạm Kỹ Thuật Vĩnh Long,7510102,A00; A01; D01; C04,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - VLU - Trường đại học Sư Phạm Kỹ Thuật Vĩnh Long,7510102_NB,A00; A01; D01; C04,Điểm chuẩn theo Điểm thi THPT năm 2024,15,Chương trình đào tạo kỹ sư làm việc Nhật Bản
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - VLU - Trường đại học Sư Phạm Kỹ Thuật Vĩnh Long,7510102,A00; A01; D01; C04,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - VLU - Trường đại học Sư Phạm Kỹ Thuật Vĩnh Long,7510102_NB,A00; A01; D01; C04,Điểm chuẩn theo Điểm học bạ năm 2024,18,CT đào tạo kỹ sư làm việc Nhật Bản
Công nghệ kỹ thuật công trình xây dựng,Điểm chuẩn năm 2024 - VLU - Trường đại học Sư Phạm Kỹ Thuật Vĩnh Long,7510102,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
